"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Editors","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Freudenthal A.; Stüdeli T.; Lamata P.; Samset E.","Freudenthal, Adinda (19635074600); Stüdeli, Thomas (35333063600); Lamata, Pablo (12806240900); Samset, Eigil (55932190400)","19635074600; 35333063600; 12806240900; 55932190400","Collaborative co-design of emerging multi-technologies for surgery","2011","Journal of Biomedical Informatics","44","2","","198","215","17","19","10.1016/j.jbi.2010.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952749139&doi=10.1016%2fj.jbi.2010.11.006&partnerID=40&md5=fd2ed62d273771858f714e71b3f22aea","Delft University of Technology, Faculty of Industrial Design Engineering, 2628 CE Delft, Landbergstraat 15, Netherlands; Siemens Molecular Imaging, Oxford OX1 3QR, South Parks Road, United Kingdom; University of Oslo, Centre of Mathematics for Applications, 1072, Oslo N-0316, Problemveien 7, Norway","Freudenthal A., Delft University of Technology, Faculty of Industrial Design Engineering, 2628 CE Delft, Landbergstraat 15, Netherlands; Stüdeli T., Delft University of Technology, Faculty of Industrial Design Engineering, 2628 CE Delft, Landbergstraat 15, Netherlands; Lamata P., Siemens Molecular Imaging, Oxford OX1 3QR, South Parks Road, United Kingdom; Samset E., University of Oslo, Centre of Mathematics for Applications, 1072, Oslo N-0316, Problemveien 7, Norway","The EU Research Training Network on Augmented Reality in Surgery (ARIS*ER) was established with two aims: (1) to develop next-generation novel image guidance (augmented reality based on medical images) and cross-linked robotic systems (automatic control loops guided by information sensed from the patient) and (2) to educate young researchers in the user-centred, multidisciplinary design of emerging technologies for minimally invasive surgery (MIS) and intervention radiology. Collaborations between engineers, Human Factors specialists, industrial designers and medical end users were foreseen, but actual methodologies had to be developed. Three applications were used as development vehicles and as demonstrators. The resulting teamwork and process of indentifying requirements, finding solutions (in technology and workflow), and shifting between these to optimize and speed development towards quality of care were studied. The ARIS*ER approach solves current problems in collaborative teams, taking a systems approach, and manages the overview of requirements and solutions, which is too complex to manage centrally. © 2010 Elsevier Inc.","Augmented reality; Co-design; Collaborative design; Design team training; Human Factors; Innovation team; Medical workflow; Minimally invasive therapies; System design; User interface","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-79952749139"
"Woodbridge M.; Fagiolo G.; O'Regan D.P.","Woodbridge, Mark (23669681300); Fagiolo, Gianlorenzo (23975687500); O'Regan, Declan P. (57337412200)","23669681300; 23975687500; 57337412200","MRIdb: Medical image management for biobank research","2013","Journal of Digital Imaging","26","5","","886","890","4","19","10.1007/s10278-013-9604-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885423917&doi=10.1007%2fs10278-013-9604-9&partnerID=40&md5=8e3383f7f6d4daa06b08dd4f244f7695","Centre for Integrative Systems Biology and Bioinformatics, Imperial College London, London SW7 2AZ, United Kingdom; Robert Steiner MRI Unit, MRC Clinical Sciences Centre, Imperial College London, London W12 0NN, United Kingdom","Woodbridge M., Centre for Integrative Systems Biology and Bioinformatics, Imperial College London, London SW7 2AZ, United Kingdom; Fagiolo G., Robert Steiner MRI Unit, MRC Clinical Sciences Centre, Imperial College London, London W12 0NN, United Kingdom; O'Regan D.P., Robert Steiner MRI Unit, MRC Clinical Sciences Centre, Imperial College London, London W12 0NN, United Kingdom","Clinical picture archiving and communications systems provide convenient, efficient access to digital medical images from multiple modalities but can prove challenging to deploy, configure and use. MRIdb is a self-contained image database, particularly suited to the storage and management of magnetic resonance imaging data sets for population phenotyping. It integrates a mature image archival system with an intuitive web-based user interface that provides visualisation and export functionality. In addition, utilities for auditing, data migration and system monitoring are included in a virtual machine image that is easily deployed with minimal configuration. The result is a freely available turnkey solution, designed to support epidemiological and imaging genetics research. It allows the management of patient data sets in a secure, scalable manner without requiring the installation of any bespoke software on end users' workstations. MRIdb is an open-source software, available for download at http://www3.imperial.ac.uk/bioinfsupport/resources/software/mridb. © 2013 The Author(s).","Digital imaging and communications in medicine (DICOM); MR imaging; PACS","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84885423917"
"Gelenbe E.; Hussain K.; Kaptan V.","Gelenbe, Erol (7006026729); Hussain, Khaled (7005077804); Kaptan, Varol (6506881172)","7006026729; 7005077804; 6506881172","Simulating autonomous agents in augmented reality","2005","Journal of Systems and Software","74","3","","255","268","13","72","10.1016/j.jss.2004.01.016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344283557&doi=10.1016%2fj.jss.2004.01.016&partnerID=40&md5=b7147c1c8ed872ea8f7e1031649ad195","Department of Electrical Engineering, Imperial College, London SW7 2AZ, Exhibition Road, United Kingdom; School of Computer Science, University of Central Florida, Orlando, FL 32816, United States","Gelenbe E., Department of Electrical Engineering, Imperial College, London SW7 2AZ, Exhibition Road, United Kingdom; Hussain K., School of Computer Science, University of Central Florida, Orlando, FL 32816, United States; Kaptan V., Department of Electrical Engineering, Imperial College, London SW7 2AZ, Exhibition Road, United Kingdom","In many critical applications such as airport operations (for capacity planning), military simulations (for tactical training and planning), and medical simulations (for the planning of medical treatment and surgical operations), it is very useful to conduct simulations within physically accurate and visually realistic settings that are represented by real video imaging sequences. Furthermore, it is important that the simulated entities conduct autonomous actions which are realistic and which follow plans of action or intelligent behavior in reaction to current situations. We describe the research we have conducted to incorporate synthetic objects in a visually realistic manner in video sequences representing a real scene. We also discuss how the synthetic objects can be designed to conduct intelligent behavior within an augmented reality setting. The paper discusses both the computer vision aspects that we have addressed and solved, and the issues related to the insertion of intelligent autonomous objects within an augmented reality simulation. © 2004 Elsevier Inc. All rights reserved.","Augmented reality; Simulation","","Elsevier Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-8344283557"
"Peach T.W.; Spranger K.; Ventikos Y.","Peach, T.W. (56305052900); Spranger, K. (56226719600); Ventikos, Y. (6603704133)","56305052900; 56226719600; 6603704133","Towards Predicting Patient-Specific Flow-Diverter Treatment Outcomes for Bifurcation Aneurysms: From Implantation Rehearsal to Virtual Angiograms","2016","Annals of Biomedical Engineering","44","1","","99","111","12","13","10.1007/s10439-015-1395-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952870988&doi=10.1007%2fs10439-015-1395-3&partnerID=40&md5=c1428096825008c86fb403fc683bc2dc","Department of Mechanical Engineering, University College London, London, United Kingdom; Department of Engineering Science, University of Oxford, Oxford, United Kingdom","Peach T.W., Department of Mechanical Engineering, University College London, London, United Kingdom, Department of Engineering Science, University of Oxford, Oxford, United Kingdom; Spranger K., Department of Mechanical Engineering, University College London, London, United Kingdom; Ventikos Y., Department of Mechanical Engineering, University College London, London, United Kingdom","Despite accounting for the majority of all cerebral aneurysm cases, bifurcation aneurysms present many challenges to standard endovascular treatment techniques. This study examines the treatment of bifurcation aneurysms endovascularly with flow-diverting stents and presents an integrative computational modeling suite allowing for rehearsing all aspects of the treatment. Six bifurcation aneurysms are virtually treated with 70% porosity flow-diverters. Substantial reduction (>50%) in aneurysm inflow due to device deployment is predicted in addition to reductions in peak and average aneurysm wall shear stress to values considered physiologically normal. The subsequent impact of flow-diverter deployment on daughter vessels that are jailed by the device is investigated further, with a number of simulations conducted with increased outlet pressure conditions at jailed vessels. Increased outlet pressures at jailed daughter vessels are found to have little effect on device-induced aneurysm inflow reduction, but large variation (13–86%) is seen in the resulting reduction in daughter vessel flow rate. Finally, we propose a potentially powerful approach for validation of such models, by introducing an angiographic contrast model, with contrast transport modeled both before and after virtual treatment. Virtual angiograms and contrast residence curves are created, which offer unique clinical relevance and the potential for future in vivo verification of simulated results. © 2015, The Author(s).","Bifurcation aneurysm; Computational fluid dynamics; Flow-diverter; Stent; Virtual contrast; Virtual deployment","","Springer New York LLC","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84952870988"
"Ragkousis G.E.; Curzen N.; Bressloff N.W.","Ragkousis, Georgios E. (56050727800); Curzen, Nick (7006653922); Bressloff, Neil W. (6603425591)","56050727800; 7006653922; 6603425591","Computational Modelling of Multi-folded Balloon Delivery Systems for Coronary Artery Stenting: Insights into Patient-Specific Stent Malapposition","2015","Annals of Biomedical Engineering","43","8","","1786","1802","16","19","10.1007/s10439-014-1237-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937857749&doi=10.1007%2fs10439-014-1237-8&partnerID=40&md5=83575dae0c2928052ebd944259d69fa4","Computational Engineering & Design Group, Engineering & the Environment, University of Southampton, Boldrewood Campus, Southampton, SO16 7QF, United Kingdom; Wessex Cardiothoracic and Vascular Care Group, University Hospital Southampton, NHS Foundation Trust, Southampton, United Kingdom; University of Southampton, Southampton, United Kingdom","Ragkousis G.E., Computational Engineering & Design Group, Engineering & the Environment, University of Southampton, Boldrewood Campus, Southampton, SO16 7QF, United Kingdom; Curzen N., Wessex Cardiothoracic and Vascular Care Group, University Hospital Southampton, NHS Foundation Trust, Southampton, United Kingdom, University of Southampton, Southampton, United Kingdom; Bressloff N.W., Computational Engineering & Design Group, Engineering & the Environment, University of Southampton, Boldrewood Campus, Southampton, SO16 7QF, United Kingdom","Despite the clinical effectiveness of coronary artery stenting, percutaneous coronary intervention or “stenting” is not free of complications. Stent malapposition (SM) is a common feature of “stenting” particularly in challenging anatomy, such as that characterized by long, tortuous and bifurcated segments. SM is an important risk factor for stent thrombosis and recently it has been associated with longitudinal stent deformation. SM is the result of many factors including reference diameter, vessel tapering, the deployment pressure and the eccentric anatomy of the vessel. For the purpose of the present paper, virtual multi-folded balloon models have been developed for simulated deployment in both constant and varying diameter vessels under uniform pressure. The virtual balloons have been compared to available compliance charts to ensure realistic inflation response at nominal pressures. Thereafter, patient-specific simulations of stenting have been conducted aiming to reduce SM. Different scalar indicators, which allow a more global quantitative judgement of the mechanical performance of each delivery system, have been implemented. The results indicate that at constant pressure, the proposed balloon models can increase the minimum stent lumen area and thereby significantly decrease SM. © 2015, Biomedical Engineering Society.","Balloon delivery systems; Coronary stents; Finite element analysis; Patient-specific model; Stent malapposition","","Kluwer Academic Publishers","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84937857749"
"Zhang Z.-Q.","Zhang, Zhi-Qiang (56879548200)","56879548200","Two-step calibration methods for miniature inertial and magnetic sensor units","2015","IEEE Transactions on Industrial Electronics","62","6","6971215","3714","3723","9","36","10.1109/TIE.2014.2375258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929379664&doi=10.1109%2fTIE.2014.2375258&partnerID=40&md5=ed863074b925cbb336006566b4fd3530","Department of Computing, Imperial College London, London, SW7 2AZ, United Kingdom","Zhang Z.-Q., Department of Computing, Imperial College London, London, SW7 2AZ, United Kingdom","Low-cost inertial/magnetic sensor units have been extensively used to determine sensor attitude information for a wide variety of applications, ranging from virtual reality, underwater vehicles, handheld navigation systems, to biomotion analysis and biomedical applications. In order to achieve precise attitude reconstruction, appropriate sensor calibration procedures must be performed in advance to process sensor readings properly. In this paper, we are aiming to calibrate different error parameters, such as sensor sensitivity/scale factor error, offset/bias error, nonorthogonality error, mounting error, and also soft iron and hard iron errors for magnetometers. Instead of estimating all of these parameters individually, these errors are combined together as the combined bias and transformation matrix. Two-step approaches are proposed to determine the combined bias and transformation matrix separately. For the accelerometer and magnetometer, the combined bias is determined by finding an optimal ellipsoid that can best fit the sensor readings, and the transformation matrix is then derived through a two-step iterative algorithm by exploring the intrinsic relationship among sensor readings. For the gyroscope, the combined bias can be easily determined by placing the sensor node stationary. For the transformation matrix estimation, the intrinsic relationship among gyroscope readings is explored again, and an unscented Kalman filter is employed to determine such matrix. The calibration methods are then applied to our sensor nodes, and the good performance of the orientation estimation has illustrated the effectiveness of the proposed sensor calibration methods. © 2014 IEEE. Personal use is permitted, but republication/redistribution requires IEEE permission.","Calibration; Kalman filter; Miniature sensors; Optimization; Orientation/attitude","","Institute of Electrical and Electronics Engineers Inc.","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84929379664"
"Connesson N.; Clayton E.H.; Bayly P.V.; Pierron F.","Connesson, N. (36609746900); Clayton, E.H. (36607571100); Bayly, P.V. (7006002626); Pierron, F. (7003575513)","36609746900; 36607571100; 7006002626; 7003575513","Extension of the optimised virtual fields method to estimate viscoelastic material parameters from 3D dynamic displacement fields","2015","Strain","51","2","","110","134","24","16","10.1111/str.12126","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924968371&doi=10.1111%2fstr.12126&partnerID=40&md5=aa7e16c5fe503121cb30afb8ed6e6a66","Laboratoire TIMC-IMAG, Université de Grenoble (INPG-UJF), BP 53, Grenoble, 38041, France; Department of Mechanical Engineering and Materials Science, Washington University in St Louis, One Brookings Drive Campus Box 1185, St. Louis, 63130, MO, United States; Engineering and the Environment, University of Southampton, Highfield, Southampton, SO17 1BJ, United Kingdom","Connesson N., Laboratoire TIMC-IMAG, Université de Grenoble (INPG-UJF), BP 53, Grenoble, 38041, France; Clayton E.H., Department of Mechanical Engineering and Materials Science, Washington University in St Louis, One Brookings Drive Campus Box 1185, St. Louis, 63130, MO, United States; Bayly P.V., Department of Mechanical Engineering and Materials Science, Washington University in St Louis, One Brookings Drive Campus Box 1185, St. Louis, 63130, MO, United States; Pierron F., Engineering and the Environment, University of Southampton, Highfield, Southampton, SO17 1BJ, United Kingdom","In vivo measurement of the mechanical properties of soft tissues is essential to provide necessary data in biomechanics and medicine (early cancer diagnosis, study of traumatic brain injuries, etc.). Imaging techniques such as magnetic resonance elastography can provide 3D displacement maps in the bulk and in vivo, from which, using inverse methods, it is then possible to identify some mechanical parameters of the tissues (stiffness, damping, etc.). The main difficulties in these inverse identification procedures consist in dealing with the pressure waves contained in the data and with the experimental noise perturbing the spatial derivatives required during the processing. The optimised virtual fields method (OVFM) (Comput. Mech. 34, 2004, 439), designed to be robust to noise, presents natural and rigorous solution to deal with these problems. The OVFM has been adapted to identify material parameter maps from magnetic resonance elastography data consisting of 3D displacement fields in harmonically loaded soft materials. In this work, the method has been developed to identify elastic and viscoelastic models. The OVFM sensitivity to spatial resolution and to noise has been studied by analysing 3D analytically simulated displacement data. This study evaluates and describes the OVFM identification performances: Different biases on the identified parameters are induced by the spatial resolution and experimental noise. The well-known identification problems in the case of quasi-incompressible materials also find a natural solution in the OVFM. Moreover, an a posteriori criterion to estimate the local identification quality is proposed. The identification results obtained on actual experiments are briefly presented. © 2015 Wiley Publishing Ltd.","elasticity; elasticity reconstruction; inverse problem; MR elastography; noise robustness; noise sensitivity; optimised virtual fields; virtual fields method; viscoelasticity","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84924968371"
"Weerakkody V.; Molnar A.; Irani Z.; El-Haddadeh R.","Weerakkody, Vishanth (16029961500); Molnar, Andreea (34771810700); Irani, Zahir (7003623363); El-Haddadeh, Ramzi (9840619600)","16029961500; 34771810700; 7003623363; 9840619600","A research proposition for using high definition video in emergency medical services","2013","Health Policy and Technology","2","3","","131","138","7","5","10.1016/j.hlpt.2013.04.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880624136&doi=10.1016%2fj.hlpt.2013.04.001&partnerID=40&md5=d916af0a4c81955f5475a9735f42a899","Business School, Brunel University, Uxbridge, UB8 3PH, Middlesex, Kingston Lane, United Kingdom","Weerakkody V., Business School, Brunel University, Uxbridge, UB8 3PH, Middlesex, Kingston Lane, United Kingdom; Molnar A., Business School, Brunel University, Uxbridge, UB8 3PH, Middlesex, Kingston Lane, United Kingdom; Irani Z., Business School, Brunel University, Uxbridge, UB8 3PH, Middlesex, Kingston Lane, United Kingdom; El-Haddadeh R., Business School, Brunel University, Uxbridge, UB8 3PH, Middlesex, Kingston Lane, United Kingdom","In emergency situations, communication between the ambulance crew and an emergency department in the hospital can be crucial in determining the best decision for a patient's health. Currently, when an ambulance crew reports at an emergency, paramedics use voice communication from scene of emergency to the hospital. In critical life threatening situations, use of high quality visual images and live video streaming can allow paramedics on the scene of an emergency to take better informed decisions by liaising with expert consultants in the hospital emergency department. This paper proposes the relay of high definition video between the ambulance crew and the hospital using public Internet infrastructure through utilising a virtual path slice controller. The paper also proposes a set of criteria for evaluating the use of video in emergency scenarios taking into account technical, user, application and process requirements together with an overview of the benefits, risks and ethical issues. © 2013 Fellowship of Postgraduate Medicine.","Ambulance; E-health; Evaluation criteria; High definition video communication Emergency","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84880624136"
"Reynolds C.R.; Muggleton S.H.; Sternberg M.J.E.","Reynolds, Christopher R. (55252952200); Muggleton, Stephen H. (7003491952); Sternberg, Michael J. E. (7101911184)","55252952200; 7003491952; 7101911184","Incorporating Virtual Reactions into a Logic-based Ligand-based Virtual Screening Method to Discover New Leads","2015","Molecular Informatics","34","9","","615","625","10","2","10.1002/minf.201400162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942194863&doi=10.1002%2fminf.201400162&partnerID=40&md5=5c14f6c5a641d5261e1c7edcdaada75f","Department of Bioinformatics, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom; Department of Computing, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom","Reynolds C.R., Department of Bioinformatics, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom; Muggleton S.H., Department of Computing, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom; Sternberg M.J.E., Department of Bioinformatics, Imperial College London, South Kensington Campus, London, SW7 2AZ, United Kingdom","The use of virtual screening has become increasingly central to the drug development pipeline, with ligand-based virtual screening used to screen databases of compounds to predict their bioactivity against a target. These databases can only represent a small fraction of chemical space, and this paper describes a method of exploring synthetic space by applying virtual reactions to promising compounds within a database, and generating focussed libraries of predicted derivatives. A ligand-based virtual screening tool Investigational Novel Drug Discovery by Example (INDDEx) is used as the basis for a system of virtual reactions. The use of virtual reactions is estimated to open up a potential space of 1.21×1012 potential molecules. A de novo design algorithm known as Partial Logical-Rule Reactant Selection (PLoRRS) is introduced and incorporated into the INDDEx methodology. PLoRRS uses logical rules from the INDDEx model to select reactants for the de novo generation of potentially active products. The PLoRRS method is found to increase significantly the likelihood of retrieving molecules similar to known actives with a p-value of 0.016. Case studies demonstrate that the virtual reactions produce molecules highly similar to known actives, including known blockbuster drugs. © 2015 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.","Ligand; Machine learning; Reactions; Synthesis; Virtual screening","","Wiley-VCH Verlag","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84942194863"
"Spyridonis F.; Hansen J.; Grønli T.-M.; Ghinea G.","Spyridonis, Fotios (36452600300); Hansen, Jarle (35772402000); Grønli, Tor-Morten (26027922400); Ghinea, Gheorghita (35616295700)","36452600300; 35772402000; 26027922400; 35616295700","PainDroid: An android-based virtual reality application for pain assessment","2014","Multimedia Tools and Applications","72","1","","191","206","15","19","10.1007/s11042-013-1358-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905981763&doi=10.1007%2fs11042-013-1358-3&partnerID=40&md5=4d3682faf0d28920bbc0f4a6e25a52d1","Department of Information Systems and Computing, Brunel University, London UB8 3PH, United Kingdom; Norwegian School of Information Technology, Oslo, Norway","Spyridonis F., Department of Information Systems and Computing, Brunel University, London UB8 3PH, United Kingdom; Hansen J., Department of Information Systems and Computing, Brunel University, London UB8 3PH, United Kingdom; Grønli T.-M., Norwegian School of Information Technology, Oslo, Norway; Ghinea G., Department of Information Systems and Computing, Brunel University, London UB8 3PH, United Kingdom, Norwegian School of Information Technology, Oslo, Norway","Earlier studies in the field of pain research suggest that little efficient intervention currently exists in response to the exponential increase in the prevalence of pain. In this paper, we present an Android application (PainDroid) with multimodal functionality that could be enhanced with Virtual Reality (VR) technology, which has been designed for the purpose of improving the assessment of this notoriously difficult medical concern. Pain- Droid has been evaluated for its usability and acceptability with a pilot group of potential users and clinicians, with initial results suggesting that it can be an effective and usable tool for improving the assessment of pain. Participant experiences indicated that the application was easy to use and the potential of the application was similarly appreciated by the clinicians involved in the evaluation. Our findings may be of considerable interest to healthcare providers, policy makers, and other parties that might be actively involved in the area of pain and VR research. © 2012 Springer Science+Business Media New York.","3-D Modeling; Android; Multimodal Interfaces; Pain assessment; Virtual Reality","","Kluwer Academic Publishers","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84905981763"
"Panëels S.; Roberts J.C.","Panëels, Sabrina (19640648300); Roberts, Jonathan C. (7410320344)","19640648300; 7410320344","Review of designs for haptic data visualization","2010","IEEE Transactions on Haptics","3","2","5255235","119","137","18","87","10.1109/TOH.2009.44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954315749&doi=10.1109%2fTOH.2009.44&partnerID=40&md5=7695e94cb37adf837dab69301ab10fb5","School of Computer Science, Bangor University, Bangor Gwynedd, LL57 1UT, Dean Street, United Kingdom","Panëels S.; Roberts J.C., School of Computer Science, Bangor University, Bangor Gwynedd, LL57 1UT, Dean Street, United Kingdom","There are many different uses for haptics, such as training medical practitioners, teleoperation, or navigation of virtual environments. This review focuses on haptic methods that display data. The hypothesis is that haptic devices can be used to present information, and consequently, the user gains quantitative, qualitative, or holistic knowledge about the presented data. Not only is this useful for users who are blind or partially sighted (who can feel line graphs, for instance), but also the haptic modality can be used alongside other modalities, to increase the amount of variables being presented, or to duplicate some variables to reinforce the presentation. Over the last 20 years, a significant amount of research has been done in haptic data presentation; e.g., researchers have developed force feedback line graphs, bar charts, and other forms of haptic representations. However, previous research is published in different conferences and journals, with different application emphases. This paper gathers and collates these various designs to provide a comprehensive review of designs for haptic data visualization. The designs are classified by their representation: Charts, Maps, Signs, Networks, Diagrams, Images, and Tables. This review provides a comprehensive reference for researchers and learners, and highlights areas for further research. © 2010 IEEE.","Haptic data visualization; haptic design; haptic visualization; haptics; non-visual visualization","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-77954315749"
"Spranger K.; Ventikos Y.","Spranger, Katerina (56226719600); Ventikos, Yiannis (6603704133)","56226719600; 6603704133","Which spring is the best? Comparison of methods for virtual stenting","2014","IEEE Transactions on Biomedical Engineering","61","7","6767090","1998","2010","12","23","10.1109/TBME.2014.2311856","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903156988&doi=10.1109%2fTBME.2014.2311856&partnerID=40&md5=8c1f190c6744a85717b36602eaccf23e","Department of Engineering Science, University of Oxford, Oxford OX12JD, United Kingdom; Department of Mechanical Engineering, University College London, London WC1E6BT, United Kingdom","Spranger K., Department of Engineering Science, University of Oxford, Oxford OX12JD, United Kingdom; Ventikos Y., Department of Mechanical Engineering, University College London, London WC1E6BT, United Kingdom","This paper presents a methodology for modeling the deployment of implantable devices used in minimally invasive vascular interventions. Motivated by the clinical need to perform preinterventional rehearsals of a stent deployment, we have developed methods enabling virtual device placement inside arteries, under the constraint of real-time application. This requirement of rapid execution narrowed down the search for a suitable method to the concept of a dynamic mesh. Inspired by the idea of a mesh of springs, we have found a novel way to apply it to stent modeling. The experiments conducted in this paper investigate properties of the stent models based on three different spring types: lineal, semitorsional, and torsional springs. Furthermore, this paper compares the results of various deployment scenarios for two different classes of devices: a stent graft and a flow diverter. The presented results can be of a high-potential clinical value, enabling the predictive evaluation of the outcome of a stent deployment treatment. © 2014 IEEE.","Flow diverter; modeling; stent; virtual stenting","","IEEE Computer Society","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84903156988"
"Bowyer S.A.; Baena F.R.Y.","Bowyer, Stuart A. (48261104600); Baena, Ferdinando Rodriguez Y (15132536100)","48261104600; 15132536100","Dissipative Control for Physical Human-Robot Interaction","2015","IEEE Transactions on Robotics","31","6","7294686","1281","1293","12","48","10.1109/TRO.2015.2477956","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961641038&doi=10.1109%2fTRO.2015.2477956&partnerID=40&md5=98ed0d902b5c09b40e09a3e51b324706","Mechatronics in Medicine Laboratory, Department of Mechanical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom","Bowyer S.A., Mechatronics in Medicine Laboratory, Department of Mechanical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom; Baena F.R.Y., Mechatronics in Medicine Laboratory, Department of Mechanical Engineering, Imperial College London, London, SW7 2AZ, United Kingdom","Physical human-robot interaction is fundamental to exploiting the capabilities of robots in tasks and environments where robots have limited cognition or comprehension and is virtually ubiquitous for robotic manipulation in highly unstructured environments, as are found in surgery. A critical aspect of physical human-robot interaction in these cases is controlling the robot so that the individual human and robot competencies are maximized, while guaranteeing user, task, and environment safety. Dissipative control precludes dangerous forcing of a shared tool by the robot, ensuring safety; however, it typically suffers from poor control fidelity, resulting in reduced task accuracy. In this study, a novel, rigorously formalized, n-dimensional dissipative control strategy is proposed that employs a new technique called 'energy redirection' to generate control forces with increased fidelity while remaining dissipative and safe. Experimental validation of the method, for complete pose control, shows that it achieves a 90% reduction in task error compared with the current state of the art in dissipative control for the tested applications. The findings clearly demonstrate that the method significantly increases the fidelity and efficacy of dissipative control during physical human-robot interaction. This advancement expands the number of tasks and environments into which safe physical human-robot interaction can be employed effectively. © 2004-2012 IEEE.","Haptics and haptic interfaces; impedance control; medical robots and systems; physical human-robot interaction; virtual fixtures","","Institute of Electrical and Electronics Engineers Inc.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84961641038"
"Hong Q.; Li Q.; Tian J.","Hong, Qingqi (36623542100); Li, Qingde (55975558500); Tian, Jie (7401636162)","36623542100; 55975558500; 7401636162","Implicit reconstruction of vasculatures using bivariate piecewise algebraic splines","2012","IEEE Transactions on Medical Imaging","31","3","6051492","543","553","10","24","10.1109/TMI.2011.2172455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857950826&doi=10.1109%2fTMI.2011.2172455&partnerID=40&md5=4c83626381e300a122b7be03ed08c866","Department of Computer Science, University of Hull, HU6 7RX Hull, United Kingdom; Medical Image Processing Group, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China","Hong Q., Department of Computer Science, University of Hull, HU6 7RX Hull, United Kingdom; Li Q., Department of Computer Science, University of Hull, HU6 7RX Hull, United Kingdom; Tian J., Medical Image Processing Group, Institute of Automation, Chinese Academy of Sciences, Beijing 100190, China","Vasculature geometry reconstruction from volumetric medical data is a crucial task in the development of computer guided minimally invasive vascular surgery systems. In this paper, a technique for reconstructing the geometry of vasculatures using bivariate implicit splines is developed. With the proposed technique, an implicit geometry representation of the vascular tree can be accurately constructed based on the voxels extracted directly from the surface of a certain vascular structure in a given volumetric medical dataset. Experimental results show that the geometric representation built using our method can faithfully represent the morphology and topology of vascular structures. In addition, both the qualitative and the quantitative validations have been performed to show that the reconstructed vessel geometry is of high accuracy and smoothness. An virtual angioscopy system has been implemented to indicate one of the strengths of our proposed method. © 2011 IEEE.","Implicit modeling; vasculature reconstruction; virtual angioscopy","","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84857950826"
